gene_id	ranks.Parkin
ENSG00000106484	6.16309930025082
ENSG00000177483	6.12837621708684
ENSG00000167549	6.1185343231698
ENSG00000180011	6.11688832200217
ENSG00000184508	6.11290135066737
ENSG00000176715	6.10612044479794
ENSG00000054598	6.08092004687319
ENSG00000228065	6.07431349025549
ENSG00000100078	6.07427180343713
ENSG00000303988	6.06139742496466
ENSG00000276846	6.02338532195644
ENSG00000067829	6.02217731175624
ENSG00000165966	6.02151187072173
ENSG00000225630	6.01796451334076
ENSG00000100100	6.01524618316543
ENSG00000235652	5.99931940211938
ENSG00000258548	5.9759947019168
ENSG00000135525	5.9666144767328
ENSG00000286214	5.95539271422179
ENSG00000164124	5.94552614282894
ENSG00000164414	5.93238767769496
ENSG00000307001	5.92311222510518
ENSG00000291019	5.92298482248485
ENSG00000254489	5.89247778331004
ENSG00000126249	5.89114110781675
ENSG00000140287	5.85829766857706
ENSG00000122490	5.84805693182558
ENSG00000185736	5.84163316051235
ENSG00000226853	5.82682106318817
ENSG00000101000	5.82063319882945
ENSG00000301775	5.81454958891726
ENSG00000281500	5.81192467630939
ENSG00000131187	5.80096767366941
ENSG00000184221	5.78401798398508
ENSG00000087301	5.76584476640609
ENSG00000299466	5.75533008953876
ENSG00000291093	5.7411605064838
ENSG00000075891	5.73165406352812
ENSG00000158457	5.67562057821351
ENSG00000138769	5.66374852683824
ENSG00000197497	5.64776934458819
ENSG00000229415	5.63742470320694
ENSG00000169738	5.62007046330849
ENSG00000258738	5.60309641942735
ENSG00000116014	5.5990188702989
ENSG00000210196	5.57568307168049
ENSG00000145476	5.57364999273653
ENSG00000115271	5.57182680672911
ENSG00000128739	5.56842935459028
ENSG00000147576	5.54419364558897
ENSG00000233831	5.54259135471506
ENSG00000102882	5.53190135140974
ENSG00000177685	5.52619072829346
ENSG00000099625	5.51931272157714
ENSG00000178718	5.51478602358034
ENSG00000156858	5.48784716021149
ENSG00000204856	5.48562619822211
ENSG00000001461	5.48492271393647
ENSG00000137507	5.47596231786985
ENSG00000166295	5.47109643303852
ENSG00000048052	5.46339509210804
ENSG00000205309	5.44890596796336
ENSG00000182648	5.44742970428858
ENSG00000188732	5.44002394534322
ENSG00000293232	5.4383013810627
ENSG00000196268	5.43589603103389
ENSG00000043591	5.43508448996327
ENSG00000141295	5.41854049038875
ENSG00000250742	5.40370560029645
ENSG00000270953	5.37701896121531
ENSG00000171813	5.37091102728178
ENSG00000289384	5.37055401575743
ENSG00000173511	5.35993957994629
ENSG00000111275	5.35258470954278
ENSG00000174611	5.35166157528403
ENSG00000148308	5.3461624899746
ENSG00000179627	5.32292331861833
ENSG00000054179	5.32072599552244
ENSG00000151500	5.30534470029196
ENSG00000189283	5.302978259673
ENSG00000198937	5.30243701897976
ENSG00000139112	5.28217414166486
ENSG00000198959	5.27514563238614
ENSG00000131373	5.23853430650359
ENSG00000089050	5.23296161801294
ENSG00000072195	5.23148062852402
ENSG00000112759	5.18658769337955
ENSG00000204397	5.17959880393973
ENSG00000130433	5.17864280171281
ENSG00000225978	5.17213189671901
ENSG00000235568	5.16770026203614
